3373;4334;260;0
2820;839;261;0
2556;5493;262;0
2876;2140;263;0
5514;2020;254;0
1932;3900;257;0
4896;4495;261;0
3803;4838;254;0
2547;4342;262;0
1366;3276;262;0
3485;3161;262;0
4438;1800;259;0
4125;3082;257;0
481;1073;262;0
1244;4701;263;0
3505;877;254;0
5472;4583;260;0
784;405;261;0
1352;737;255;0
2560;1397;255;0
4544;5387;257;0
2282;2921;263;0
4915;1195;257;0
3204;423;258;0
1918;5605;256;0
4492;892;258;0
538;3315;263;0
621;1799;255;0
403;4250;256;0
693;5664;258;0
3071;3790;262;0
2547;3785;257;0
5415;3952;259;0
5539;2709;261;0
2045;1433;259;0
1358;1852;257;0
3840;4074;263;0
3443;5692;255;0
4524;2524;264;0
4943;2209;257;0
869;2816;263;0
5577;1335;264;0
1251;5280;261;0
1681;2847;263;0
541;4772;264;0
2803;2911;257;0
2268;2251;262;0
4336;4330;254;0
4007;700;256;0
4504;4862;256;0
1882;498;262;0
4054;1349;254;0
2234;4906;254;0
3268;2531;255;0
995;3778;262;0
5663;3323;257;0
5141;5634;259;0
5495;412;255;0
4882;3604;258;0
4643;3134;263;0
2505;380;257;0
3780;2168;255;0
5623;5375;258;0
4002;5436;257;0
